2020-10-07 14:20:58.856154, 0, 0, 0, 0
2020-10-07 14:20:59.354888, 1, 10, 10, 10
2020-10-07 14:20:59.854776, 2, 20, 20, 20
2020-10-07 14:21:00.354290, 3, 30, 30, 30
2020-10-07 14:21:00.854324, 4, 40, 40, 40
2020-10-07 14:21:01.354138, 5, 50, 50, 50
2020-10-07 14:21:01.850119, 6, 60, 60, 60
2020-10-07 14:22:08.658732, 6, 60, 60, 60
2020-10-07 14:22:20.974697, 0, 0, 0, 0
2020-10-07 14:22:21.474110, 1, 10, 10, 10
2020-10-07 14:22:21.973614, 2, 20, 20, 20
2020-10-07 14:22:22.473710, 3, 30, 30, 30
2020-10-07 14:22:22.973794, 4, 40, 40, 40
2020-10-07 14:22:23.473098, 5, 50, 50, 50
2020-10-07 14:22:23.972263, 6, 60, 60, 60
2020-10-07 14:22:24.472590, 7, 70, 70, 70
2020-10-07 14:22:24.972026, 8, 80, 80, 80
2020-10-07 14:22:25.471321, 9, 90, 90, 90
2020-10-07 14:22:25.971156, 10, 100, 100, 100
2020-10-07 14:22:26.471270, 11, 110, 110, 110
2020-10-07 14:22:26.971153, 12, 120, 120, 120
2020-10-07 14:22:27.470836, 13, 130, 130, 130
2020-10-07 14:22:27.970011, 14, 140, 140, 140
2020-10-07 14:22:28.469704, 15, 150, 150, 150
2020-10-07 14:22:28.969672, 16, 160, 160, 160
2020-10-07 14:22:29.468756, 17, 170, 170, 170
2020-10-07 14:22:29.969409, 18, 180, 180, 180
2020-10-07 14:22:30.468308, 19, 190, 190, 190
2020-10-07 14:22:30.968567, 20, 200, 200, 200
2020-10-07 14:22:31.468019, 21, 210, 210, 210
2020-10-07 14:22:31.967440, 22, 220, 220, 220
2020-10-07 14:22:32.463500, 23, 230, 230, 230
2020-10-07 14:22:32.963395, 24, 240, 240, 240
2020-10-07 14:22:33.462436, 25, 250, 250, 250
2020-10-07 14:22:33.962564, 26, 260, 260, 260
2020-10-07 14:22:34.462268, 27, 270, 270, 270
2020-10-07 14:22:34.961892, 28, 280, 280, 280
2020-10-07 14:22:35.460927, 29, 290, 290, 290
2020-10-07 14:22:35.961161, 30, 300, 300, 300
2020-10-07 14:22:36.460270, 31, 310, 310, 310
2020-10-07 14:22:36.960587, 32, 320, 320, 320
2020-10-07 14:22:37.460256, 33, 330, 330, 330
2020-10-07 14:22:37.959148, 34, 340, 340, 340
2020-10-07 14:22:38.459566, 35, 350, 350, 350
2020-10-07 14:22:38.959026, 36, 360, 360, 360
2020-10-07 14:23:05.917351, 0, 0, 0, 0
2020-10-07 14:23:06.416406, 1, 10, 10, 10
2020-10-07 14:23:06.916134, 2, 20, 20, 20
2020-10-07 14:23:07.415967, 3, 30, 30, 30
2020-10-07 14:23:07.915968, 4, 40, 40, 40
2020-10-07 14:23:08.415594, 5, 50, 50, 50
2020-10-07 14:23:08.914740, 6, 60, 60, 60
2020-10-07 14:23:09.414856, 7, 70, 70, 70
2020-10-07 14:23:09.914387, 8, 80, 80, 80
2020-10-07 14:23:10.413707, 9, 90, 90, 90
2020-10-07 14:23:10.913555, 10, 100, 100, 100
2020-10-07 14:23:11.413078, 11, 110, 110, 110
2020-10-07 14:23:11.913215, 12, 120, 120, 120
2020-10-07 14:23:12.413088, 13, 130, 130, 130
2020-10-07 14:23:12.912704, 14, 140, 140, 140
2020-10-07 14:23:13.412031, 15, 150, 150, 150
2020-10-07 14:23:13.911835, 16, 160, 160, 160
2020-10-07 14:23:14.411790, 17, 170, 170, 170
2020-10-07 14:23:14.911352, 18, 180, 180, 180
2020-10-07 14:23:15.410490, 19, 190, 190, 190
2020-10-07 14:23:15.909997, 20, 200, 200, 200
2020-10-07 14:23:16.409533, 21, 210, 210, 210
2020-10-07 14:23:16.909298, 22, 220, 220, 220
2020-10-07 14:23:17.409265, 23, 230, 230, 230
2020-10-07 14:23:17.904642, 24, 240, 240, 240
2020-10-07 14:23:18.405101, 25, 250, 250, 250
2020-10-07 14:23:18.903666, 26, 260, 260, 260
2020-10-07 14:23:19.404305, 27, 270, 270, 270
2020-10-07 14:23:19.903993, 28, 280, 280, 280
2020-10-07 14:23:20.403580, 29, 290, 290, 290
2020-10-07 14:23:20.902627, 30, 300, 300, 300
2020-10-07 14:23:21.403052, 31, 310, 310, 310
2020-10-07 14:23:21.902427, 32, 320, 320, 320
2020-10-07 14:23:22.401551, 33, 330, 330, 330
2020-10-07 14:23:22.902074, 34, 340, 340, 340
2020-10-07 14:23:23.401462, 35, 350, 350, 350
2020-10-07 14:23:23.901540, 36, 360, 360, 360
2020-10-07 14:23:24.400248, 37, 370, 370, 370
2020-10-07 14:23:24.900371, 38, 380, 380, 380
2020-10-07 14:23:25.399617, 39, 390, 390, 390
2020-10-07 14:23:25.899298, 40, 400, 400, 400
2020-10-07 14:23:26.399494, 41, 410, 410, 410
2020-10-07 14:23:26.899533, 42, 420, 420, 420
2020-10-07 14:23:27.399291, 43, 430, 430, 430
2020-10-07 14:23:27.898208, 44, 440, 440, 440
2020-10-07 14:23:28.398115, 45, 450, 450, 450
2020-10-07 14:23:28.894027, 46, 460, 460, 460
2020-10-07 14:23:29.393080, 47, 470, 470, 470
2020-10-07 14:23:29.893451, 48, 480, 480, 480
2020-10-07 14:23:30.392492, 49, 490, 490, 490
2020-10-07 14:23:30.892873, 50, 500, 500, 500
2020-10-07 14:23:31.392577, 51, 510, 510, 510
2020-10-07 14:23:31.891285, 52, 520, 520, 520
2020-10-07 14:23:32.391948, 53, 530, 530, 530
2020-10-07 14:23:32.890834, 54, 540, 540, 540
2020-10-07 14:23:33.391261, 55, 550, 550, 550
2020-10-07 14:23:33.890927, 56, 560, 560, 560
2020-10-07 14:24:32.483350, 0, 0, 0, 0
2020-10-07 14:24:32.983438, 1, 10, 10, 10
2020-10-07 14:24:33.482584, 2, 20, 20, 20
2020-10-07 14:24:33.982805, 3, 30, 30, 30
2020-10-07 14:24:34.482165, 4, 40, 40, 40
2020-10-07 14:24:34.981922, 5, 50, 50, 50
2020-10-07 14:24:35.482113, 6, 60, 60, 60
2020-10-07 14:24:35.981886, 7, 70, 70, 70
2020-10-07 14:24:36.481426, 8, 80, 80, 80
2020-10-07 14:24:36.976763, 9, 90, 90, 90
2020-10-07 14:24:37.480913, 10, 100, 100, 100
2020-10-07 14:24:37.980594, 11, 110, 110, 110
2020-10-07 14:24:38.480318, 12, 120, 120, 120
2020-10-07 14:24:38.979158, 13, 130, 130, 130
2020-10-07 14:24:39.479062, 14, 140, 140, 140
2020-10-07 14:24:39.979278, 15, 150, 150, 150
2020-10-07 14:24:40.478962, 16, 160, 160, 160
2020-10-07 14:24:40.978064, 17, 170, 170, 170
2020-10-07 14:24:41.477792, 18, 180, 180, 180
2020-10-07 14:24:41.973771, 19, 190, 190, 190
2020-10-07 14:24:42.473022, 20, 200, 200, 200
2020-10-07 14:24:42.973077, 21, 210, 210, 210
2020-10-07 14:24:43.472928, 22, 220, 220, 220
2020-10-07 14:24:43.972291, 23, 230, 230, 230
2020-10-07 14:24:44.472204, 24, 240, 240, 240
2020-10-07 14:24:44.971744, 25, 250, 250, 250
2020-10-07 14:24:45.471664, 26, 260, 260, 260
2020-10-07 14:24:45.970636, 27, 270, 270, 270
2020-10-07 14:24:46.470974, 28, 280, 280, 280
2020-10-07 14:24:46.970488, 29, 290, 290, 290
2020-10-07 14:24:47.469644, 30, 300, 300, 300
2020-10-07 14:24:47.969916, 31, 310, 310, 310
2020-10-07 14:24:48.469706, 32, 320, 320, 320
2020-10-07 14:24:48.969125, 33, 330, 330, 330
2020-10-07 14:24:49.468178, 34, 340, 340, 340
2020-10-07 14:24:49.968581, 35, 350, 350, 350
2020-10-07 14:24:50.468398, 36, 360, 360, 360
2020-10-07 14:24:50.967392, 37, 370, 370, 370
2020-10-07 14:24:51.467256, 38, 380, 380, 380
2020-10-07 14:24:51.966908, 39, 390, 390, 390
2020-10-07 14:24:52.467182, 40, 400, 400, 400
2020-10-07 14:24:52.962715, 41, 410, 410, 410
2020-10-07 14:24:53.462464, 42, 420, 420, 420
2020-10-07 14:24:53.961834, 43, 430, 430, 430
2020-10-07 14:24:54.461780, 44, 440, 440, 440
2020-10-07 14:24:54.960808, 45, 450, 450, 450
2020-10-07 14:24:55.460092, 46, 460, 460, 460
2020-10-07 14:24:55.960229, 47, 470, 470, 470
2020-10-07 14:24:56.460146, 48, 480, 480, 480
2020-10-07 14:24:56.959740, 49, 490, 490, 490
2020-10-07 14:24:57.459730, 50, 500, 500, 500
2020-10-07 14:24:57.959359, 51, 510, 510, 510
2020-10-07 14:24:58.458774, 52, 520, 520, 520
2020-10-07 14:24:58.958766, 53, 530, 530, 530
2020-10-07 14:24:59.457912, 54, 540, 540, 540
2020-10-07 14:24:59.958059, 55, 550, 550, 550
2020-10-07 14:25:00.457844, 56, 560, 560, 560
