2020-10-07 12:36:18.463107, 0, 0, 0, 0
2020-10-07 12:36:18.966943, 1, 10, 10, 10
2020-10-07 12:36:19.462637, 2, 20, 20, 20
2020-10-07 12:36:19.961801, 3, 30, 30, 30
2020-10-07 12:36:20.462301, 4, 40, 40, 40
2020-10-07 12:36:20.961369, 5, 50, 50, 50
2020-10-07 12:36:21.461271, 6, 60, 60, 60
2020-10-07 12:41:11.211697, 0, 0, 0, 0
2020-10-07 12:41:11.711455, 1, 10, 10, 10
2020-10-07 12:41:12.211458, 2, 20, 20, 20
2020-10-07 12:41:12.711562, 3, 30, 30, 30
2020-10-07 12:41:13.210644, 4, 40, 40, 40
2020-10-07 12:41:13.710872, 5, 50, 50, 50
2020-10-07 12:41:14.206345, 6, 60, 60, 60
2020-10-07 12:43:21.881457, 0, 0, 0, 0
2020-10-07 12:43:22.381285, 1, 10, 10, 10
2020-10-07 12:43:22.881577, 2, 20, 20, 20
2020-10-07 12:43:23.381122, 3, 30, 30, 30
2020-10-07 12:43:23.879938, 4, 40, 40, 40
2020-10-07 12:43:24.380210, 5, 50, 50, 50
2020-10-07 12:43:24.880088, 6, 60, 60, 60
